Vigo;-8.6299611;42.2311768
Santiago;-8.4221688;42.8920853
Coruña;-8.3813663;43.3012571
Madrid;-3.5665397;40.4899066
Barcelona;2.0660932;41.2955978
Paris;2.4533748;48.9851188
Berlin;13.5049712;52.3645625
Londres;0.0493356;51.504611
Moscu;37.4099281;55.9736512
Lisboa;-9.1423124;38.7705281
Bruselas;4.4761847;50.9004546
NewYork;-73.7781;40.6413
